AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,O3,PM10,RAINFALL,RH,SO2,THC,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR,PM2.5
25,1.79,0.48,0.15,1.1,15.6,16.7,39,47,0,82,1.8,1.93,336,337,1.3,1.8,15
24.4,1.8,0.56,0.18,1,18.7,19.7,31.3,48,0,84,1.9,1.98,355,5,1.1,0.8,14
24.3,1.83,0.54,0.21,1.2,21.4,22.7,26.1,49,0,85,1.8,2.04,27,22,1.9,1.2,13
24.1,1.9,0.63,0.28,1.5,27.3,28.8,15.7,59,0,86,2.3,2.18,29,62,0.5,0.9,25
24.2,1.96,0.82,0.34,2.4,37.7,40.2,5.9,71,0,86,2.6,2.3,72,66,0.7,0.5,25
23.9,2.01,0.82,0.35,2.7,36.8,39.5,4.5,69,0,86,2.8,2.36,65,81,0.6,0.6,29
23.5,2.03,0.7,0.27,1.8,28.9,30.7,21.2,70,0,87,2.8,2.3,111,105,0.5,0.4,30
23.4,2.04,0.7,0.24,1.2,22.4,23.6,34.4,73,0,86,2.4,2.28,84,65,0.6,0.4,37
23,2.16,0.72,0.45,6,37.6,43.7,8.6,66,0,88,2.7,2.61,19,16,1.3,0.8,34
22.5,2.34,0.61,0.39,10,36.2,46.2,1,75,0,90,3.2,2.73,40,71,1.2,0.8,40
22.5,2.09,0.44,0.23,2.2,26.1,28.2,12,53,0,90,3.5,2.33,72,93,0.7,1,33
22.5,1.99,0.35,0.16,1.5,13.9,15.4,20.3,45,0,89,2.3,2.15,86,109,0.5,0.5,27
22.4,1.99,0.38,0.17,1.4,12.2,13.6,18.7,36,0,89,2,2.15,128,142,0.5,0.4,23
22.4,2.1,0.65,0.27,2.1,22.3,24.4,9.7,41,0,89,2.2,2.37,162,99,0.5,0.4,25
23.4,2.14,0.92,0.37,8,30.7,38.6,13.5,47,0,86,2.9,2.51,33,18,0.6,0.4,29
24.2,2.05,1,0.4,7.7,33.2,40.9,21,69,0,83,3.4,2.45,343,357,1.8,1.3,40
24.3,2.1,0.7,0.27,5.9,26.1,32,21.8,70,0,84,3,2.37,16,18,1.7,1.1,38
25.6,2.01,0.56,0.22,5.6,21,26.6,41,71,0,79,3.4,2.23,4,0,2,1.5,39
27,1.89,0.41,0.12,2.8,11.7,14.5,55.9,64,0,70,2.6,2.01,12,18,1.8,1.3,38
27.9,1.81,0.35,0.09,11.9,13.1,25,61.2,54,0,64,3,1.9,360,338,1.7,0.6,34
27.6,1.88,0.43,0.13,1.7,11.7,13.4,76,78,0,69,2.9,2.01,298,319,2.5,2,40
27.5,1.86,0.43,0.13,1.8,12.9,14.7,70.9,62,0,72,2.9,1.98,309,295,1.9,1.4,37
27.3,1.83,0.4,0.12,1.6,12.7,14.3,66,62,0,73,2.7,1.94,300,311,1.8,1.6,32
26.1,1.79,0.39,0.12,1.4,14.4,15.8,48,55,0,78,2.4,1.9,325,334,2,1.9,28
24.9,1.78,0.45,0.14,1.4,16.1,17.5,35.4,41,0,84,2.3,1.91,341,0,1.6,1.5,18
24.5,1.8,0.47,0.16,1.6,19.7,21.3,26.4,41,0,86,2.3,1.96,4,3,1.8,1.5,23
23.9,1.82,0.4,0.13,1.6,16.7,18.3,26.9,45,0,86,1.9,1.95,6,20,1.6,1.6,26
23.2,1.83,0.36,0.1,1.7,14,15.6,26.9,42,0,88,1.8,1.93,12,16,1.3,2,26
22.9,1.85,0.43,0.17,1.5,18.2,19.6,19.1,58,0,90,2.3,2.02,21,30,1.9,1.9,41
22.6,1.88,0.47,0.16,1.8,20.4,22.2,12.7,61,0,91,2.9,2.04,29,26,1.2,1.5,39
22.6,1.95,0.51,0.2,2.1,24.4,26.5,6.7,66,0,92,3.1,2.15,28,26,1.5,1.3,40
22.4,1.96,0.45,0.2,1.9,24.3,26.2,5,66,0,93,3.4,2.15,27,22,2.1,1.5,42
22.1,1.98,0.37,0.21,1.5,22.2,23.7,4.4,63,0,93,3.5,2.19,20,17,2.2,2,33
22,2.05,0.4,0.19,2.2,24.1,26.3,1.9,64,0,94,3.4,2.24,24,22,1.8,1.4,35
21.9,2.11,0.42,0.2,3.7,24.9,28.6,0.5,73,0,95,3.9,2.3,24,23,1.4,1.3,47
21.9,2.01,0.37,0.18,2.3,19.5,21.8,3.7,61,0,95,3.8,2.19,21,24,2.2,1.8,33
21.8,2.11,0.4,0.19,2.2,20.5,22.8,1.8,55,0,95,2.8,2.31,7,360,2,1.6,32
21.7,2.15,0.39,0.16,2.9,16.1,19,3.6,58,0,95,2,2.31,12,19,2.8,2.1,36
21.8,2.03,0.39,0.13,3.5,13.8,17.4,6.1,62,0,95,1.7,2.15,16,22,2.3,2.3,42
22.4,1.92,0.38,0.13,4.7,12.9,17.6,12.8,64,0,93,1.7,2.05,16,17,2.3,1.8,40
23.9,1.92,0.42,0.14,5.1,12.5,17.6,22.4,72,0,87,1.9,2.06,26,18,2.3,1.7,44
25.9,1.86,0.36,0.12,3.4,10.3,13.7,37.5,51,0,77,2.1,1.98,4,30,2.2,1.6,32
27.1,1.83,0.33,0.09,1.7,8.2,9.9,47.9,50,0,70,2.2,1.93,350,5,2.4,2.3,27
27.9,1.82,0.31,0.09,1.6,8,9.6,51.6,52,0,68,2.5,1.91,324,303,2.7,1.9,23
28.2,1.79,0.26,0.08,1.3,7.6,8.9,52.7,39,0,69,2.4,1.88,306,319,3,2.1,23
27.8,1.8,0.3,0.1,1.4,9.3,10.7,54.4,37,0,70,2.5,1.89,313,314,2.9,2.5,16
26.5,1.77,0.27,0.08,1.2,8.1,9.3,55.7,36,0,74,2.2,1.85,332,344,2.8,2.7,20
25.8,1.77,0.33,0.1,0.8,9.5,10.4,50.7,37,0,75,2.2,1.88,351,330,1.8,1.9,21
24.9,1.79,0.39,0.13,0.7,13.7,14.4,42.2,34,0,80,2.3,1.92,348,331,1.5,1.3,16
24.1,1.78,0.35,0.12,0.6,14.1,14.8,33.8,31,0,84,2.1,1.91,356,1,2.2,1.8,15
23.8,1.82,0.32,0.11,0.6,12.9,13.5,33.8,34,0,84,1.9,1.93,11,23,1.3,1.7,13
23.4,1.84,0.3,0.09,0.7,10.7,11.4,31.6,35,0,85,1.5,1.93,12,22,1.3,1.3,17
23.2,1.87,0.31,0.1,1,11.4,12.3,28.3,29,0,86,1.5,1.96,5,0,0.9,1.1,14
23.1,1.88,0.29,0.1,1,11.5,12.5,24.7,30,0,86,1.7,1.98,20,34,0.9,1.1,14
22.8,1.95,0.3,0.11,1,15.5,16.5,17,42,0,87,2.2,2.06,31,33,0.6,0.8,17
22.8,1.99,0.4,0.14,0.7,20.8,21.5,10.4,46,0,87,2.7,2.13,12,22,0.6,0.5,21
22.6,2.01,0.33,0.14,1.5,21.1,22.6,9,43,0,88,3.4,2.14,15,3,0.6,0.5,20
22.5,2.08,0.37,0.15,1.9,21.6,23.6,6.2,49,0,88,3.9,2.23,23,3,0.7,0.4,24
22.2,2.11,0.3,0.16,2,17.5,19.6,8.3,45,0,89,3.1,2.26,0,356,1.2,0.9,25
21.8,2.13,0.31,0.11,2.1,13.8,15.9,9.1,46,0,91,2.9,2.23,23,17,1.1,0.9,26
21.7,2.21,0.39,0.14,2.4,18.2,20.6,3.2,50,0,92,2.9,2.35,15,48,0.7,0.6,28
21.7,2.25,0.44,0.17,6.9,22.2,29.1,1.4,49,0,92,3.3,2.42,9,9,1.6,1.2,25
21.6,2.37,0.73,0.26,17.5,20.8,38.2,3.2,64,0,92,3.8,2.62,34,22,1,0.9,33
22.6,2.36,1.07,0.35,25.7,28.7,54.4,6.4,81,0,89,5,2.71,22,28,1,0.9,42
24.9,2.1,0.78,0.32,13.4,29.9,43.3,24.1,92,0,81,6.2,2.42,9,360,1.2,0.9,47
26.8,1.99,0.54,0.25,5.4,22.1,27.4,48.7,84,0,72,5.4,2.24,359,332,1.4,0.8,44
28,1.95,0.45,0.17,3,15.8,18.8,62.6,75,0,65,4.2,2.12,331,312,1.8,1,40
28.9,1.9,0.44,0.16,2.4,14,16.4,76,77,0,61,4,2.06,322,283,2.1,0.8,38
28.9,1.84,0.31,0.09,1.7,8.7,10.4,71.5,67,0,64,3.4,1.93,276,272,3.1,2.2,32
28.5,1.81,0.31,0.12,1.7,15.5,17.2,67.9,1000,7.8,67,2.9,1.93,284,287,1.4,1.7,1000
27.9,1.78,0.39,0.11,1.6,12,13.6,16,102,0,69,3,1.89,304,305,2,1.6,34
26.3,1.81,0.43,0.14,1.4,12.7,14.1,50.1,113,0,73,2.3,1.95,333,344,2.9,2,32
24.9,1.82,0.44,0.12,1.3,12.1,13.3,42.4,98,0,75,2,1.94,359,357,2.6,2.5,23
23.9,1.82,0.42,0.12,1.5,13.1,14.6,32.9,81,0,77,1.9,1.94,10,6,2.7,2.4,21
23.1,1.83,0.4,0.12,1.6,13.9,15.5,25.5,100,0,78,2.2,1.96,11,21,3.3,2.7,31
22.3,1.85,0.41,0.14,1.9,16.9,18.8,19.5,81,0,80,2.5,1.99,24,23,1.5,1.4,23
22.1,1.85,0.42,0.14,1.7,18.7,20.4,16.1,67,0,81,2.9,1.99,36,40,1.3,1.1,17
21.8,1.87,0.41,0.15,1.8,18.7,20.5,14,59,0,82,2.7,2.02,14,355,1.6,1.2,20
21.5,1.88,0.35,0.13,1.7,15.8,17.6,14.8,37,0,82,2.2,2.01,9,352,1,1.2,14
21.4,1.9,0.35,0.13,1.8,16.5,18.3,14.1,35,0,82,2.2,2.04,9,16,1.6,1,16
21.2,1.91,0.33,0.1,1.3,12,13.3,16.4,37,0,83,2.4,2.02,12,12,1,1.7,11
20.9,1.91,0.3,0.11,1.2,13,14.2,15.5,30,0,82,2.5,2.02,27,14,1.4,1.2,17
20.7,1.96,0.32,0.13,1.5,15.2,16.7,11,36,0,84,2.9,2.09,25,34,1.1,1.2,19
20.5,1.98,0.31,0.17,1.8,16.5,18.2,8.6,38,0,85,3.2,2.15,24,20,0.8,1.1,20
20.5,1.97,0.29,0.14,1.7,15.1,16.8,11.5,28,0,84,3,2.11,10,10,2.2,1.9,17
20.5,1.96,0.3,0.1,1.4,10.9,12.3,16.4,27,0,82,2.3,2.06,11,13,1.9,1.3,15
21,1.93,0.47,0.15,3.8,14.6,18.4,16.3,34,0,79,2.9,2.08,19,19,1.9,1.7,15
22.3,1.92,0.55,0.21,7.7,18.4,26.1,17.8,42,0,75,3.8,2.13,41,50,1.1,1.4,25
23.4,1.91,0.53,0.26,6.4,18.9,25.3,25.6,56,0,72,4.3,2.16,22,4,0.8,0.6,24
25.3,1.9,0.51,0.23,4.7,18.4,23.2,42.7,56,0,68,4.2,2.13,331,323,0.7,0.3,25
27.4,1.86,0.43,0.17,3.3,13.9,17.2,58.2,65,0,62,3.7,2.03,278,257,1.4,0.9,36
27.4,1.8,0.29,0.09,1.8,5.9,7.7,57.8,50,0,62,3,1.89,238,220,1.6,1.1,22
27.1,1.79,0.26,0.07,1.4,5,6.4,60.6,51,0,63,2.8,1.86,250,240,1.5,1.3,22
27,1.77,0.24,0.07,1.2,4.9,6.2,59.1,47,0,62,2.6,1.84,258,257,1.7,1.5,20
26.8,1.79,0.3,0.08,1.1,7,8.1,71.4,49,0,63,2.7,1.86,265,288,1,1.2,18
26.1,1.8,0.43,0.14,1.2,11.9,13.1,63.8,55,0,68,2.8,1.95,315,334,0.8,0.8,23
25.1,1.82,0.59,0.18,1.3,19.5,20.8,53.9,72,0,73,2.9,2,333,333,1.9,1,21
24.3,1.84,0.58,0.19,1.3,19.3,20.7,43.7,69,0,77,2.9,2.03,338,350,0.7,0.9,24
23.8,1.87,0.47,0.18,1.3,17.4,18.7,39,70,0,78,2.8,2.04,11,14,1.6,1.5,25
23.1,1.87,0.37,0.12,1.2,12.4,13.6,37.2,53,0,79,2.4,1.99,13,13,2.6,2.1,19
22.5,1.86,0.37,0.13,1.3,12.9,14.2,29.1,46,0,80,2.4,1.99,10,7,1.2,2,18
22.1,1.88,0.36,0.14,1.4,15.1,16.4,21.8,37,0,80,2.9,2.02,13,29,1.9,1.7,15
21.7,1.9,0.39,0.18,1.3,19.5,20.8,15,42,0,81,4,2.09,30,25,1.3,1.4,21
21.5,1.9,0.42,0.2,1.4,20.3,21.7,12.8,41,0,81,4.2,2.1,21,25,1.2,1,21
21.4,1.91,0.4,0.2,0.9,20.3,21.2,12.2,46,0,81,3.3,2.11,16,14,2.4,1.5,17
21,1.95,0.37,0.14,0.7,18.3,19,12.7,40,0,82,3.1,2.09,14,29,1.3,1.4,20
20.9,1.96,0.37,0.16,0.9,16.6,17.5,12.1,39,0,83,2.5,2.12,8,13,1.1,1.2,17
20.7,1.95,0.35,0.16,0.9,15.8,16.6,13.5,30,0,83,2.4,2.11,13,18,1.5,1.4,16
20.5,1.96,0.38,0.16,0.9,18.2,19.1,9.7,29,0,84,2.5,2.13,27,20,0.7,1,15
20.4,2,0.42,0.19,1.9,21.5,23.4,6.9,38,0,85,2.6,2.19,27,41,0.7,0.8,16
20.7,1.96,0.52,0.21,5.2,20.1,25.3,9.8,36,0,84,2.9,2.17,20,48,1.3,1.3,20
21.5,1.95,0.56,0.22,6.8,20.8,27.6,13.3,47,0,82,3.2,2.17,13,0,1,1.2,18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.3,1.86,0.49,0.28,2.4,14.8,17.2,0,1000,0,72,1.7,2.14,1,356,1.7,1.3,1000
26.6,1.9,0.38,0.13,1.9,13.1,15,35,55,0,66,3.3,2.03,16,19,1.8,1.3,28
27.7,1.89,0.4,0.14,1.5,11.9,13.4,61.9,56,0,63,3.3,2.03,343,331,0.9,0.8,31
29.1,1.89,0.37,0.11,1,11,12,74.8,67,0,58,3.5,2,330,277,1.5,0.4,32
29.3,1.85,0.34,0.1,0.8,9.9,10.8,66.1,62,0,59,3.5,1.96,281,280,2.6,1.9,26
27.6,1.83,0.35,0.11,0.5,11.8,12.4,63.1,59,0,66,3.6,1.94,300,326,1.8,1.5,21
25.7,1.82,0.43,0.13,0.9,16.4,17.2,54.3,77,0,71,4,1.95,337,354,1.1,1.9,26
24.4,1.84,0.46,0.16,0.6,17.5,18.1,47.5,52,0,76,3.6,2,358,4,2.1,1.6,21
23.3,1.84,0.39,0.1,0.3,11.6,12.1,41.5,60,0,78,2.5,1.95,12,12,1.4,2.3,19
22.5,1.85,0.35,0.1,0.6,11.5,12.1,35.1,52,0,81,2.5,1.95,12,10,1.7,1.8,17
22.1,1.86,0.35,0.12,0.6,12.1,12.7,29.6,47,0,83,2.5,1.98,10,7,2.3,1.9,19
21.7,1.88,0.36,0.1,0.9,13.1,13.9,24.1,48,0,84,2.8,1.98,16,23,1.9,2,21
21.4,1.89,0.35,0.13,0.9,16,16.9,18.4,39,0,85,3.3,2.02,14,4,2.7,2,15
20.9,1.89,0.32,0.12,0.6,16.4,17,16.3,36,0,85,4.1,2,12,8,3.3,2.7,14
20.7,1.9,0.33,0.13,0.5,16.9,17.4,14.3,38,0,85,3.6,2.02,17,16,3.1,2.1,17
20.3,1.89,0.37,0.1,0.8,16.1,17,14.9,32,0,85,2.8,1.99,11,13,2.6,2.4,16
20,1.89,0.33,0.11,0.8,13.9,14.8,17.2,28,0,85,2.2,2,9,11,3.2,2.3,17
19.7,1.9,0.3,0.11,0.7,12.2,12.9,19.5,28,0,85,1.9,2.01,10,8,2.8,2.3,18
19.6,1.9,0.29,0.11,0.6,11,11.6,21.4,34,0,85,1.6,2.01,12,13,2.7,2.7,17
19.8,1.9,0.3,0.12,0.6,10.8,11.4,21.7,34,0,85,1.5,2.02,16,19,2.6,2.4,20
19.6,1.9,0.34,0.12,0.7,12.7,13.4,20.7,34,0,85,1.6,2.02,17,13,2.7,2.5,18
19.8,1.88,0.46,0.14,2.5,15.5,18,20.2,30,0,84,1.7,2.02,17,5,3.8,2.9,17
21.3,1.85,0.41,0.12,3.7,12.8,16.6,24.2,46,0,80,1.7,1.98,13,14,3.3,3,19
22.8,1.83,0.36,0.12,3.2,11.2,14.4,30.5,49,0,74,1.4,1.95,7,354,3.5,2.5,19
24,1.82,0.32,0.09,2.7,9.4,12.1,34.9,59,0,66,1.6,1.91,7,11,4.1,3,12
24.9,1.82,0.35,0.09,2.8,9.6,12.4,39.5,82,0,62,1.9,1.91,1,348,3.1,2.9,15
25.2,1.82,0.37,0.09,2,9.3,11.3,46.8,132,0,61,1.7,1.91,357,357,3.3,2.5,23
25.5,1.83,0.36,0.08,1.6,9.3,10.9,53.1,151,0,60,1.9,1.91,354,351,2.1,2.2,20
25.4,1.83,0.38,0.1,1.2,9.4,10.6,57.2,188,0,59,1.7,1.93,355,348,2.7,2.7,27
24.6,1.83,0.4,0.11,1.3,10.5,11.8,51.7,182,0,61,1.8,1.94,353,1,3.4,3.2,26
23.2,1.84,0.45,0.14,1.3,13.1,14.3,38.9,142,0,64,1.8,1.98,356,354,3.2,2.3,21
21.7,1.84,0.45,0.14,1,15.3,16.2,28.2,107,0,68,1.9,1.98,5,9,3.4,2.6,14
20.6,1.84,0.44,0.14,1.2,16.7,17.8,22.2,98,0,71,2,1.99,5,360,2.4,2.1,19
19.9,1.84,0.39,0.13,1.1,16.3,17.4,19.7,71,0,72,2.1,1.97,10,18,2.3,2.2,15
19.6,1.85,0.38,0.12,1,15.4,16.4,19.1,46,0,72,1.7,1.97,2,6,1.7,1.5,13
19.3,1.85,0.35,0.12,0.9,14.4,15.2,19.2,33,0,71,1.6,1.97,17,6,1.8,1.7,11
19,1.85,0.32,0.11,0.8,13.8,14.6,19.7,26,0,72,1.5,1.96,20,10,1.9,1.9,10
18.5,1.84,0.3,0.1,0.7,11.6,12.2,21.9,27,0,73,1.5,1.94,14,1,1.2,1.1,11
18.2,1.85,0.3,0.1,0.7,11,11.7,22.3,27,0,74,1.1,1.95,10,4,0.9,1,9
18,1.86,0.3,0.13,1.1,13.4,14.5,20.3,27,0,74,1.7,1.98,21,2,0.6,0.7,16
17.6,1.89,0.3,0.11,0.9,13.6,14.5,19.3,27,0,75,1.7,1.99,10,6,1.1,0.7,10
17.6,1.92,0.29,0.1,1,11.9,12.9,19.4,27,0,77,1.6,2.02,11,2,0.8,0.6,16
17.8,1.93,0.3,0.12,0.9,12.2,13.1,18.3,27,0,77,1.8,2.05,6,16,0.6,0.4,12
17.7,1.93,0.33,0.16,1,16.7,17.7,12.2,30,0,77,2.1,2.09,19,359,0.7,0.5,19
17.6,1.97,0.34,0.14,1.5,16.8,18.3,13.3,27,0,77,2.2,2.11,7,14,0.9,0.7,17
18.4,1.98,0.5,0.16,5.5,19.6,25.1,14,28,0,77,2.7,2.14,28,29,1,0.9,13
20.9,1.99,0.73,0.25,14.1,25.6,39.8,13.8,44,0,70,3.1,2.24,12,15,1,0.9,21
23.4,2.02,0.6,0.28,14.1,27.6,41.8,22.1,60,0,62,4.1,2.3,354,326,1,0.6,24
25.4,1.95,0.47,0.2,8.6,21.4,30,36,59,0,57,2.9,2.15,297,287,1.1,0.6,24
26.2,1.87,0.4,0.13,2.9,12.4,15.3,52.1,51,0,53,2.3,2,297,295,1,0.9,22
26.8,1.83,0.35,0.1,1.7,8.6,10.3,59.4,43,0,51,1.9,1.93,274,263,1.2,1,22
26.9,1.81,0.29,0.08,0.9,6.8,7.7,57.6,1000,7.8,50,1.8,1.89,266,253,1.3,0.8,1000
27.2,1.76,0.24,0.06,0.8,4.7,5.5,53.9,40,0,49,1.3,1.82,254,189,0.8,1.1,11
26.6,1.76,0.26,0.07,0.9,6.2,7.1,55.2,42,0,51,1.4,1.83,215,203,2.1,1.3,16
24.7,1.77,0.33,0.07,0.8,8,8.8,58.7,49,0,57,1.6,1.84,213,207,0.5,0.8,17
23.4,1.78,0.44,0.14,0.7,11.8,12.5,55.9,45,0,62,1.7,1.92,237,290,0.5,0.4,18
22.9,1.85,0.59,0.19,0.8,19.5,20.3,40.4,75,0,63,1.6,2.04,6,356,1,0.6,18
22.3,1.87,0.45,0.15,1,15.8,16.8,36.6,63,0,65,1.6,2.02,8,10,0.7,0.9,22
21.5,1.88,0.47,0.17,1.2,20.2,21.4,27,64,0,68,1.9,2.05,10,8,1,0.6,25
20.9,1.89,0.48,0.19,1.1,24.7,25.8,19.2,71,0,71,2.6,2.08,20,18,0.9,0.8,26
20.5,1.92,0.52,0.21,1.4,26.6,28,13.9,67,0,72,3,2.13,14,4,0.5,0.5,31
20.2,1.95,0.49,0.2,1.3,27.8,29.2,10.4,68,0,73,2.8,2.15,13,12,0.6,0.5,29
19.8,1.95,0.47,0.23,1.5,30.6,32.1,7.1,62,0,74,3.3,2.18,32,39,0.5,0.5,30
19.5,1.96,0.49,0.2,1.8,28.1,29.9,5.9,63,0,74,3.5,2.16,20,13,0.6,0.5,28
19.3,2.05,0.48,0.24,2.4,32.1,34.5,2.2,57,0,75,3.5,2.29,21,24,0.5,0.5,28
19.2,2.09,0.44,0.27,3.3,32.9,36.2,1.4,60,0,76,3.9,2.36,35,360,0.5,0.4,33
19.1,2.09,0.57,0.3,3.7,31.3,35,1.5,69,0,77,4.9,2.39,22,16,0.5,0.4,34
18.8,2.2,0.52,0.37,8.4,29.7,38.1,0.5,66,0,78,4.5,2.57,353,344,0.6,0.4,33
18.3,2.19,0.48,0.29,6.6,25.5,32.1,2,62,0,79,3.1,2.49,13,24,0.5,0.3,23
19.7,2.14,0.63,0.29,12.1,23.1,35.3,7.8,62,0,79,4.5,2.43,14,11,0.8,0.4,34
21.8,2.01,0.62,0.26,10.7,21.9,32.7,17.2,67,0,70,4.4,2.27,10,11,1.5,0.8,33
23.8,1.99,0.48,0.2,10.2,20,30.2,29.6,160,0,60,3.6,2.19,12,11,1.6,1.2,28
25.5,1.91,0.37,0.13,3.9,12.4,16.3,47.8,59,0,55,3.1,2.04,3,340,0.9,0.9,26
27.1,1.85,0.33,0.1,2.6,9.2,11.8,55.1,61,0,50,3.1,1.95,310,304,2.2,1.1,23
26.4,1.83,0.34,0.09,2.5,8.9,11.4,56.6,43,0,56,3.3,1.92,313,309,1.4,1.6,21
25.9,1.78,0.25,0.07,1.8,5.9,7.7,57.1,45,0,62,2.7,1.85,340,359,2.6,1.8,18
25.7,1.78,0.26,0.08,1.7,6.6,8.4,55.7,49,0,65,2.4,1.86,334,310,2.4,1.6,18
24.5,1.78,0.25,0.06,1.5,7.4,8.9,46.8,40,0,68,1.9,1.84,319,332,1.7,2.3,16
23.1,1.77,0.3,0.08,1.3,9.7,11.1,41.4,43,0,75,1.7,1.86,335,340,3.2,1.7,17
22.3,1.77,0.33,0.09,1.4,10.1,11.4,39.5,46,0,79,1.9,1.86,341,347,1.5,1.4,21
22,1.78,0.34,0.09,1.4,10.7,12.1,37,34,0,81,1.7,1.87,338,332,1.9,1.3,17
21.6,1.77,0.25,0.06,1.2,7.8,9,39,34,0,82,1.6,1.83,349,346,1.9,1.6,17
21.5,1.78,0.26,0.07,1.4,8.2,9.6,36.5,35,0,83,1.5,1.84,352,347,1.6,1.6,16
21.3,1.79,0.26,0.07,1.3,8.9,10.2,35.2,35,0,83,1.6,1.86,9,13,1.3,1.3,15
21.2,1.79,0.23,0.06,1.5,8.3,9.7,34.2,33,0,83,1.7,1.86,15,14,2.1,1.5,17
21.2,1.8,0.18,0.05,1.3,7.8,9.1,33.2,34,0,83,1.7,1.85,13,17,2.5,1.9,13
21,1.8,0.17,0.05,1.4,6.6,8,33.3,36,0,83,2.2,1.85,13,12,1.4,1.7,19
20.9,1.82,0.18,0.07,0.9,12,13,26.9,44,0,83,2.4,1.89,16,20,2.1,2,19
20.6,1.85,0.18,0.06,1.1,10.2,11.3,27.9,40,0,84,2.1,1.91,18,14,1.6,1.6,16
20.3,1.86,0.18,0.06,1.3,9.3,10.6,26.6,38,0,85,2,1.92,12,23,1.6,1.8,17
19.9,1.86,0.17,0.06,1,8.4,9.4,25.8,37,0,87,1.9,1.91,13,19,1.9,1.9,14
19.6,1.85,0.19,0.08,1.2,9.2,10.4,25.5,34,0,88,2.1,1.93,10,9,2.3,2,16
19.4,1.86,0.25,0.09,1.2,12.1,13.3,21,40,0,89,2.7,1.96,14,15,1.9,2.1,20
19.7,1.88,0.31,0.1,2,13,15,21.1,39,0,89,2.6,1.99,16,5,2.2,1.9,26
21,1.83,0.31,0.09,2.2,10.2,12.4,31.3,44,0,88,2.3,1.93,16,41,2.1,2,26
23.2,1.82,0.33,0.09,2.2,9.6,11.8,37.8,57,0,79,2.3,1.92,25,10,1.8,1.7,30
24.9,1.84,0.36,0.1,2.2,9.8,11.9,45.7,58,0,68,2.3,1.95,353,335,2.2,1.9,33
26.5,1.84,0.38,0.1,2.1,10.2,12.3,54.3,60,0,59,2.3,1.93,2,357,2.9,2.1,31
27.6,1.81,0.29,0.07,1.5,7.7,9.2,56.1,42,0,51,2,1.88,9,9,3.5,2.2,21
28.2,1.79,0.26,0.06,1.4,6.5,7.9,54.5,31,0,46,1.9,1.85,351,339,3.1,2.8,13
28.7,1.78,0.28,0.06,1.6,7.8,9.4,53.6,41,0,47,2,1.85,340,328,3.2,2.2,16
27.5,1.79,0.34,0.09,1.4,9.7,11.1,62.1,50,0,56,2.7,1.88,338,334,1.6,1.9,26
26.5,1.79,0.39,0.11,1.3,13.1,14.4,53.5,56,0,59,3,1.9,339,343,2.2,1.9,31
23.6,1.79,0.41,0.11,1.2,15.8,16.9,47.4,66,0,72,3.7,1.9,348,353,2.5,1.8,48
22.2,1.81,0.41,0.11,1.1,15.3,16.4,41.3,48,0,81,2.7,1.92,354,17,1.8,2,28
21.5,1.84,0.38,0.1,1.3,12.8,14.2,42.1,58,0,83,2.3,1.94,17,27,1.4,2.2,37
21.1,1.85,0.41,0.11,1.3,15.8,17.1,35.6,57,0,84,2.5,1.96,29,32,2.6,2.2,38
21,1.86,0.43,0.11,1.4,17.2,18.6,31,55,0,85,2.7,1.96,15,10,1.9,1.9,35
20.9,1.89,0.41,0.11,1.3,16.5,17.8,27.9,56,0,84,2.3,2,8,9,2.3,1.8,36
20.6,1.89,0.31,0.06,1.2,10.8,12,32.7,46,0,83,2.6,1.95,11,8,3.6,2.8,27
20.3,1.86,0.26,0.06,0.7,9.7,10.4,33.6,42,0,84,2.6,1.92,9,11,2.7,2.4,20
20,1.84,0.23,0.05,0.3,8.2,8.6,33.7,36,0,84,2.4,1.89,8,11,3,2.3,17
20.1,1.84,0.22,0.05,0.9,7.7,8.6,29,35,0,84,1.9,1.88,16,22,3.3,2.8,16
19.9,1.84,0.24,0.06,0.8,8.4,9.3,24.4,38,0,84,2,1.9,15,14,4,3.2,16
19.7,1.85,0.32,0.07,1,11.1,12,19.5,37,0,84,1.9,1.93,13,12,2.9,3.2,20
19.4,1.86,0.37,0.07,1,10.8,11.8,18.4,37,0,84,1.8,1.93,14,11,3.6,3.2,19
19.2,1.86,0.36,0.08,0.8,9.4,10.2,19.5,33,0,83,1.3,1.94,10,8,3.4,2.8,18
19.5,1.86,0.49,0.11,2.6,12.2,14.8,17.3,55,0,80,1.6,1.97,14,14,4.3,3.5,18
20.3,1.85,0.46,0.11,4.7,11.9,16.6,19.3,62,0,74,1.7,1.97,15,14,5.2,4,17
21.5,1.85,0.44,0.11,4.6,11.1,15.6,24.5,61,0,68,1.4,1.96,20,19,4.1,3.7,15
22.9,1.85,0.46,0.11,4.1,11.4,15.5,31.2,85,0,61,1.5,1.96,5,7,4.7,3.5,18
23.3,1.87,0.49,0.11,3.1,10.5,13.6,38.1,142,0,58,1.5,1.99,9,22,4.4,3.9,20
23,1.88,0.54,0.11,3.1,11.5,14.6,41.4,199,0,57,2,1.99,357,360,4.9,4,25
22.6,1.87,0.52,0.11,2.4,10.8,13.2,49.9,218,0,56,2,1.98,358,355,5.3,4,24
